,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR,TYPE,Reintro
4334,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
4400,3.3,4,3.3,3.1,Turdus albicolis,0.5,Passeriformes,PNT
4479,3.7,4.5,1.4,1.3,Turdus albicolis,1,Passeriformes,PNT
4554,3.51,2.54,0.4,0.3,Turdus albicolis,1,Passeriformes,PNT
4621,NA,NA,NA,1,Turdus albicolis,0.5,Passeriformes,PNT
4709,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
4781,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
4859,3.6,3,1,0.85,Turdus albicolis,0.5,Passeriformes,PNT
4933,1.9,2.3,1,1,Turdus albicolis,0.5,Passeriformes,PNT
5084,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5113,3.2,3.4,0.6,0.61,Turdus albicolis,0.5,Passeriformes,PNT
5197,4.5,4.5,2.7,1.6,Turdus albicolis,1,Passeriformes,PNT
5271,3.2,3.54,1.21,1.34,Turdus albicolis,0.5,Passeriformes,PNT
5361,6.3,6,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5430,5,4,0.7,0.4,Turdus albicolis,1,Passeriformes,PNT
5513,3.4,3.6,1,1,Turdus albicolis,1,Passeriformes,PNT
5564,4.4,3.9,1.1,0.9,Turdus albicolis,1,Passeriformes,PNT
5634,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5641,13,12,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5648,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5654,NA,15,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5660,12.8,8.5,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5672,15,8,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5678,NA,NA,15,10,Turdus albicolis,0.5,Passeriformes,PNT
5682,14.4,12,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5694,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5703,17.5,NA,2,1,Turdus albicolis,0.5,Passeriformes,PNT
5718,22.5,20,2,1,Turdus albicolis,1,Passeriformes,PNT
5804,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5855,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5909,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
5944,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6006,8,7.6,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6044,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6100,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6128,13.2,11.6,6.58,0.3,Turdus albicolis,1,Passeriformes,PNT
6186,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6224,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6264,6.5,4.5,3,2.5,Turdus albicolis,0.5,Passeriformes,PNT
6323,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6391,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6442,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6469,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6510,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6570,3,NA,NA,NA,Turdus albicolis,1,Passeriformes,PNT
6671,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6705,4.9,5,NA,4.2,Turdus albicolis,0.5,Passeriformes,PNT
6743,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6775,27,15,25,14,Turdus albicolis,0.5,Passeriformes,PNT
6790,10,15,8,10,Turdus albicolis,1,Passeriformes,PNT
6823,15,11,14,10,Turdus albicolis,0.5,Passeriformes,PNT
6843,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6874,12.4,13,11,10.5,Turdus albicolis,0.5,Passeriformes,PNT
6904,15,9,14,8,Turdus albicolis,0.5,Passeriformes,PNT
6914,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6961,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6977,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
6998,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7013,15,15,14,14,Turdus albicolis,0.5,Passeriformes,PNT
7031,16.2,1.6,16,10.6,Turdus albicolis,0.5,Passeriformes,PNT
7053,9,NA,8,NA,Turdus albicolis,0.5,Passeriformes,PNT
7080,9,7,8,5,Turdus albicolis,0.5,Passeriformes,PNT
7097,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7125,NA,NA,NA,7,Turdus albicolis,0.5,Passeriformes,PNT
7142,34.5,20,29,17,Turdus albicolis,0.5,Passeriformes,PNT
7164,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7182,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7210,15,12.4,12.7,10.6,Turdus albicolis,0.5,Passeriformes,PNT
7233,8,16,7,13.6,Turdus albicolis,0.5,Passeriformes,PNT
7255,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7278,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7308,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7321,21.83,12.98,12,5,Turdus albicolis,0.5,Passeriformes,PNT
7356,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7367,20,15,15,11,Turdus albicolis,0.5,Passeriformes,PNT
7384,21,17,20,16,Turdus albicolis,0.75,Passeriformes,PNT
7402,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7441,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7465,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
7557,9,7,8.3,6.6,Turdus albicolis,1,Passeriformes,PNT
7614,13.7,11.4,11.6,9.6,Turdus albicolis,0.5,Passeriformes,PNT
7625,155,95,50,6,Turdus albicolis,0.5,Passeriformes,PNT
8194,17.26,10.76,9.23,7.5,Turdus albicolis,1,Passeriformes,PNT
8218,NA,NA,4.84,4,Turdus albicolis,0.5,Passeriformes,PNT
8319,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8341,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8371,5.2,5.5,5,4.3,Turdus albicolis,0.5,Passeriformes,PNT
8406,5.09,4.02,3,2.4,Turdus albicolis,0.5,Passeriformes,PNT
8430,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8444,8,9,3,2.4,Turdus albicolis,0.5,Passeriformes,PNT
8458,5.4,6.2,4,3,Turdus albicolis,0.5,Passeriformes,PNT
8489,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8510,8.7,7,NA,NA,Turdus albicolis,1,Passeriformes,PNT
8532,NA,11,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8562,11,13,4,3,Turdus albicolis,0.5,Passeriformes,PNT
8595,0.4,3.7,NA,NA,Turdus albicolis,1,Passeriformes,PNT
8835,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8845,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8847,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8854,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8860,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8866,8.5,13.5,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8880,6,6,3.5,3.5,Turdus albicolis,1,Passeriformes,PNT
8931,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
8957,20,20,10,6,Turdus albicolis,0.5,Passeriformes,PNT
8982,12,10,7,4,Turdus albicolis,0.5,Passeriformes,PNT
9599,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
9603,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
9624,NA,NA,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
9652,5.2,3.87,NA,NA,Turdus albicolis,0.5,Passeriformes,PNT
9698,10,12,6,4.5,Turdus albicolis,1,Passeriformes,PNT
9735,3.5,2.7,2,1.7,Turdus albicolis,1,Passeriformes,PNT
9920,36.8,21,24,16,Turdus albicolis,1,Passeriformes,PNT
9943,34.85,23.34,26,20,Turdus albicolis,0.5,Passeriformes,PNT
9954,35,23,22,12,Turdus albicolis,0.5,Passeriformes,PNT
9981,26,4.5,5.8,4.1,Turdus albicolis,1,Passeriformes,PNT
10003,8,6,8.6,6.12,Turdus albicolis,0.75,Passeriformes,PNT
19,14.4,11.6,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
56,8,4,4,2,Turdus amaurochalinus,0.5,Passeriformes,PNT
69,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
132,5.8,4.7,5.8,4.1,Turdus amaurochalinus,1,Passeriformes,PNT
421,7.7,7.5,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
454,11.7,11,5.4,4.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
490,29,28,8,7,Turdus amaurochalinus,0.5,Passeriformes,PNT
506,3,3,2,1.3,Turdus amaurochalinus,1,Passeriformes,PNT
547,230,12.62,2,0.62,Turdus amaurochalinus,0.5,Passeriformes,PNT
608,230,20.58,2.9,0.98,Turdus amaurochalinus,0.5,Passeriformes,PNT
677,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
736,200,10,2,0.61,Turdus amaurochalinus,1,Passeriformes,PNT
854,13,11,NA,1.8,Turdus amaurochalinus,1,Passeriformes,PNT
888,40,41,6.5,3.1,Turdus amaurochalinus,0.5,Passeriformes,PNT
915,28.79,21.42,17,11,Turdus amaurochalinus,1,Passeriformes,PNT
926,30.69,21.17,21.6,12.49,Turdus amaurochalinus,0.5,Passeriformes,PNT
939,31,23,18.3,11.53,Turdus amaurochalinus,0.5,Passeriformes,PNT
1127,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1162,28.29,11,11.8,9.7,Turdus amaurochalinus,1,Passeriformes,PNT
1197,23,27,17,9.3,Turdus amaurochalinus,0.5,Passeriformes,PNT
1227,30,23,13,11,Turdus amaurochalinus,1,Passeriformes,PNT
1257,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1269,8,3.7,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1299,9.4,5.4,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1344,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1373,15.54,7.18,11.1,6.54,Turdus amaurochalinus,0.5,Passeriformes,PNT
1402,12.6,9,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1429,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1453,9.58,13.05,7.1,4.45,Turdus amaurochalinus,1,Passeriformes,PNT
1484,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1502,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1517,16,11,13,8.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
1545,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1566,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1600,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1620,NA,NA,9.29,6.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
1632,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1659,12,11,10,9.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
1687,22,15,12,7,Turdus amaurochalinus,0.5,Passeriformes,PNT
1703,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1733,36.1,26.7,10,8.3,Turdus amaurochalinus,0.5,Passeriformes,PNT
1755,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1787,35,34.6,8.91,7.76,Turdus amaurochalinus,0.5,Passeriformes,PNT
1812,NA,29,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1839,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1859,32.2,22.3,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1887,20.7,19.13,16.4,14.46,Turdus amaurochalinus,0.5,Passeriformes,PNT
1896,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1924,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1942,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
1966,18.2,9.7,18.9,9.41,Turdus amaurochalinus,0.5,Passeriformes,PNT
2001,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2025,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2055,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2072,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2101,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2127,5,8,4,7,Turdus amaurochalinus,0.5,Passeriformes,PNT
2149,31,18,26,16,Turdus amaurochalinus,0.5,Passeriformes,PNT
2169,9.9,6.9,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2191,18.7,16.4,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2212,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2245,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2257,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2272,NA,1,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2311,12.8,12.46,11.7,10,Turdus amaurochalinus,1,Passeriformes,PNT
2356,32,23,1,0.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
2437,5,6,1.2,0.7,Turdus amaurochalinus,0.5,Passeriformes,PNT
2482,14,12,1.4,1.2,Turdus amaurochalinus,0.5,Passeriformes,PNT
2554,14,14,1.2,1,Turdus amaurochalinus,0.5,Passeriformes,PNT
2612,16.6,18,1,0.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
2667,19.81,23.09,0.5,0.4,Turdus amaurochalinus,0.5,Passeriformes,PNT
2725,7,6,0.5,0.3,Turdus amaurochalinus,0.5,Passeriformes,PNT
2769,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2840,17,20,2.8,1.7,Turdus amaurochalinus,1,Passeriformes,PNT
2881,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2955,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
2990,10,8,0.9,0.7,Turdus amaurochalinus,1,Passeriformes,PNT
3073,8,7,0.7,0.7,Turdus amaurochalinus,1,Passeriformes,PNT
3131,8,8,1.1,1.1,Turdus amaurochalinus,0.5,Passeriformes,PNT
3182,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
3245,17.93,18,0.8,0.7,Turdus amaurochalinus,0.5,Passeriformes,PNT
3295,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
3346,6.95,6.53,6.1,3.84,Turdus amaurochalinus,1,Passeriformes,PNT
3364,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
3389,16,12,13,10,Turdus amaurochalinus,1,Passeriformes,PNT
3427,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
3450,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
3518,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
3533,4.8,4.7,4.8,2.6,Turdus amaurochalinus,0.5,Passeriformes,PNT
3607,8,6,5,4,Turdus amaurochalinus,0.5,Passeriformes,PNT
4106,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
4188,2.6,3,NA,1,Turdus amaurochalinus,0.5,Passeriformes,PNT
4255,4.6,3.4,0.5,0.4,Turdus amaurochalinus,0.5,Passeriformes,PNT
4360,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
4440,3.3,4,3.3,3.1,Turdus amaurochalinus,1,Passeriformes,PNT
4488,3.7,4.5,1.4,1.3,Turdus amaurochalinus,1,Passeriformes,PNT
4613,3.51,2.54,0.4,0.3,Turdus amaurochalinus,1,Passeriformes,PNT
4667,NA,NA,NA,1,Turdus amaurochalinus,0.5,Passeriformes,PNT
4768,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
4845,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
4914,3.6,3,1,0.85,Turdus amaurochalinus,0.5,Passeriformes,PNT
4983,1.9,2.3,1,1,Turdus amaurochalinus,0.5,Passeriformes,PNT
5074,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
5142,3.2,3.4,0.6,0.61,Turdus amaurochalinus,1,Passeriformes,PNT
5223,4.5,4.5,2.7,1.6,Turdus amaurochalinus,1,Passeriformes,PNT
5308,3.2,3.54,1.21,1.34,Turdus amaurochalinus,0.5,Passeriformes,PNT
5389,6.3,6,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
5464,5,4,0.7,0.4,Turdus amaurochalinus,0.5,Passeriformes,PNT
5539,3.4,3.6,1,1,Turdus amaurochalinus,1,Passeriformes,PNT
5622,4.4,3.9,1.1,0.9,Turdus amaurochalinus,0.5,Passeriformes,PNT
5709,17.5,NA,2,1,Turdus amaurochalinus,0.5,Passeriformes,PNT
5721,22.5,20,2,1,Turdus amaurochalinus,1,Passeriformes,PNT
5731,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
5752,120,30,NA,4,Turdus amaurochalinus,0.5,Passeriformes,PNT
6489,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6529,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6608,3,NA,NA,NA,Turdus amaurochalinus,1,Passeriformes,PNT
6679,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6731,4.9,5,NA,4.2,Turdus amaurochalinus,0.5,Passeriformes,PNT
6760,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6785,27,15,25,14,Turdus amaurochalinus,0.5,Passeriformes,PNT
6808,10,15,8,10,Turdus amaurochalinus,0.5,Passeriformes,PNT
6825,15,11,14,10,Turdus amaurochalinus,0.5,Passeriformes,PNT
6844,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6862,12.4,13,11,10.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
6895,15,9,14,8,Turdus amaurochalinus,0.5,Passeriformes,PNT
6913,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6943,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6963,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
6991,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7009,15,15,14,14,Turdus amaurochalinus,0.5,Passeriformes,PNT
7034,16.2,1.6,16,10.6,Turdus amaurochalinus,0.5,Passeriformes,PNT
7052,9,NA,8,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7073,9,7,8,5,Turdus amaurochalinus,0.5,Passeriformes,PNT
7099,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7120,NA,NA,NA,7,Turdus amaurochalinus,0.5,Passeriformes,PNT
7148,34.5,20,29,17,Turdus amaurochalinus,0.5,Passeriformes,PNT
7181,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7203,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7225,15,12.4,12.7,10.6,Turdus amaurochalinus,0.5,Passeriformes,PNT
7239,8,16,7,13.6,Turdus amaurochalinus,0.5,Passeriformes,PNT
7257,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7286,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7313,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7330,21.83,12.98,12,5,Turdus amaurochalinus,0.5,Passeriformes,PNT
7344,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7373,20,15,15,11,Turdus amaurochalinus,0.5,Passeriformes,PNT
7399,21,17,20,16,Turdus amaurochalinus,0.5,Passeriformes,PNT
7413,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7444,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7451,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7675,166,6,0.84,0.34,Turdus amaurochalinus,0.5,Passeriformes,PNT
7700,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7746,120,10,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7756,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7783,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7816,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7848,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7892,100,6,1,0.8,Turdus amaurochalinus,0.5,Passeriformes,PNT
7911,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7934,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7970,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
7992,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8013,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8056,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8090,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8101,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8148,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8200,17.26,10.76,9.23,7.5,Turdus amaurochalinus,1,Passeriformes,PNT
8223,NA,NA,4.84,4,Turdus amaurochalinus,0.5,Passeriformes,PNT
8234,NA,7,NA,6,Turdus amaurochalinus,0.5,Passeriformes,PNT
8248,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8883,6,6,3.5,3.5,Turdus amaurochalinus,1,Passeriformes,PNT
8934,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
8955,20,20,10,6,Turdus amaurochalinus,0.5,Passeriformes,PNT
8977,12,10,7,4,Turdus amaurochalinus,0.5,Passeriformes,PNT
9544,11,9.1,9,7,Turdus amaurochalinus,1,Passeriformes,PNT
9558,15.7,14.3,5.8,8.29,Turdus amaurochalinus,0.5,Passeriformes,PNT
9562,NA,NA,NA,NA,Turdus amaurochalinus,0.5,Passeriformes,PNT
9669,17,14.2,11.5,8.3,Turdus amaurochalinus,1,Passeriformes,PNT
9693,16,11.6,6.9,8.15,Turdus amaurochalinus,1,Passeriformes,PNT
9708,3.5,2.7,2,1.7,Turdus amaurochalinus,1,Passeriformes,PNT
9763,14.6,6.5,7.6,6.9,Turdus amaurochalinus,0.5,Passeriformes,PNT
9795,18,13,6,3.5,Turdus amaurochalinus,0.5,Passeriformes,PNT
9828,15.35,6.3,10.3,5.7,Turdus amaurochalinus,0.5,Passeriformes,PNT
9857,8.4,5.1,7,3,Turdus amaurochalinus,0.5,Passeriformes,PNT
9927,36.8,21,24,16,Turdus amaurochalinus,0.5,Passeriformes,PNT
9937,34.85,23.34,26,20,Turdus amaurochalinus,0.5,Passeriformes,PNT
9951,35,23,22,12,Turdus amaurochalinus,0.5,Passeriformes,PNT
9982,26,4.5,5.8,4.1,Turdus amaurochalinus,0.5,Passeriformes,PNT
9995,8,6,8.6,6.12,Turdus amaurochalinus,0.75,Passeriformes,PNT
84,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
152,5.8,4.7,5.8,4.1,Turdus flavipes,1,Passeriformes,PNT
213,17,10,4.6,3.5,Turdus flavipes,0.5,Passeriformes,PNT
230,19.38,9.24,4.6,3.61,Turdus flavipes,1,Passeriformes,PNT
377,28,25,10,9,Turdus flavipes,1,Passeriformes,PNT
412,7.7,7.5,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
436,11.7,11,5.4,4.5,Turdus flavipes,0.5,Passeriformes,PNT
482,29,28,8,7,Turdus flavipes,0.5,Passeriformes,PNT
519,3,3,2,1.3,Turdus flavipes,1,Passeriformes,PNT
1126,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1140,28.29,11,11.8,9.7,Turdus flavipes,1,Passeriformes,PNT
1169,23,27,17,9.3,Turdus flavipes,0.5,Passeriformes,PNT
1236,30,23,13,11,Turdus flavipes,1,Passeriformes,PNT
1252,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1291,8,3.7,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1301,9.4,5.4,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1343,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1382,15.54,7.18,11.1,6.54,Turdus flavipes,0.5,Passeriformes,PNT
1397,12.6,9,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1435,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1455,9.58,13.05,7.1,4.45,Turdus flavipes,0.5,Passeriformes,PNT
1481,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1493,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1524,16,11,13,8.5,Turdus flavipes,0.5,Passeriformes,PNT
1556,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1573,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1604,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1623,NA,NA,9.29,6.5,Turdus flavipes,0.5,Passeriformes,PNT
1648,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1670,12,11,10,9.5,Turdus flavipes,0.5,Passeriformes,PNT
1697,22,15,12,7,Turdus flavipes,0.5,Passeriformes,PNT
1719,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1736,36.1,26.7,10,8.3,Turdus flavipes,0.5,Passeriformes,PNT
1763,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1796,35,34.6,8.91,7.76,Turdus flavipes,0.5,Passeriformes,PNT
1811,NA,29,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1835,NA,NA,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
1857,32.2,22.3,NA,NA,Turdus flavipes,0.5,Passeriformes,PNT
